name;platform;r-date;score;user score;developer;genre;players;critics;users;1 Player;1-2 Player;No Online Multiplayer;MP up to 32;MP up to 30;MP up to 16;No info;1-4 Player
The Mummy Demastered;PlayStation4;24.10.2017;75;7.2;WayForward;Action,Platformer,2D;No Online Multiplayer;7;9;0;0;1;0;0;0;0;0
The Awesome Adventures of Captain Spirit;PlayStation4;25.06.2018;75;7.2;DONTNODEntertainment;Action Adventure,General;No Online Multiplayer;31;118;0;0;1;0;0;0;0;0
Jet Set Radio;PlayStation3;18.09.2012;75;7.2;Sega;Action,Platformer,Platformer,3D,3D;1 Player;12;61;1;0;0;0;0;0;0;0
Saints Row IV: Re-Elected;PlayStation4;20.01.2015;75;7.2;VolitionInc.;Action Adventure,Modern,Open-World;2 ;25;150;0;0;0;0;0;0;0;0
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running;PlayStation4;14.08.2018;75;7.2;TelltaleGames;Adventure,Point-and-Click;No Online Multiplayer;14;56;0;0;1;0;0;0;0;0
Killing Floor 2;PlayStation4;16.11.2016;75;7.2;TripwireInteractive;Action,Shooter,First-Person,Arcade;Up to 12 ;43;188;0;0;0;0;0;0;0;0
Stuntman: Ignition;Xbox360;28.08.2007;75;7.2;ParadigmEntertainment;Driving,Racing,Mission-based,Arcade,Mission-based,Automobile;Up to 8 ;38;34;0;0;0;0;0;0;0;0
TrackMania DS;DS;17.03.2009;75;7.2;FirebrandGames;Driving,Racing,Arcade,Arcade,Automobile;No info;38;15;0;0;0;0;0;0;1;0
Hitman - Episode 3: Marrakesh;PlayStation4;31.05.2016;75;7.2;IoInteractive;Action Adventure,General;No info;26;57;0;0;0;0;0;0;1;0
Mortal Shell;XboxOne;18.08.2020;75;7.2;ColdSymmetry;Role-Playing,Action RPG;No Online Multiplayer;14;33;0;0;1;0;0;0;0;0
Ys: Memories of Celceta;PlayStation4;09.06.2020;75;7.2;Falcom;Role-Playing,Action RPG;No Online Multiplayer;20;40;0;0;1;0;0;0;0;0
Tropico 3;Xbox360;16.02.2010;75;7.2;Haemimont,HaemimontGames;Strategy,Tycoon,Management,Tycoon,Government;1 Player;33;22;1;0;0;0;0;0;0;0
LUNA The Shadow Dust;PC;13.02.2020;75;7.2;LanternStudio;Adventure,General;No Online Multiplayer;23;42;0;0;1;0;0;0;0;0
Last Day of June;PlayStation4;31.08.2017;75;7.2;Ovosonico;Adventure,General,3D,Third-Person;No Online Multiplayer;31;40;0;0;1;0;0;0;0;0
Call of Duty: World at War;DS;10.11.2008;75;7.2;n-Space;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;Up to 4 ;12;29;0;0;0;0;0;0;0;0
Black & White 2;PC;04.10.2005;75;7.2;LionheadStudios;Strategy,Real-Time,Fantasy,General,Fantasy;1 Player;50;128;1;0;0;0;0;0;0;0
RIVE;PlayStation4;13.09.2016;75;7.2;TwoTribes;Action,Platformer,2D;No info;19;19;0;0;0;0;0;0;1;0
Kerbal Space Program;XboxOne;15.07.2016;75;7.2;FlyingTigerEntertainmentInc.,Squad;Simulation,Space,Combat;No info;13;17;0;0;0;0;0;0;1;0
Final Fantasy Fables: Chocobo Tales;DS;03.04.2007;75;7.2;h.a.n.d.Inc.;Role-Playing,Action Adventure,Adventure,Console-style RPG,General,Console-style RPG,Japanese-Style;4  Online;42;32;0;0;0;0;0;0;0;0
The Stretchers;Switch;08.11.2019;75;7.2;TarsierStudios;Action,General;No Online Multiplayer;20;17;0;0;1;0;0;0;0;0
Ivy the Kiwi?;Wii;24.08.2010;74;7.2;Prope;Action,General,Platformer,Platformer,2D,2D;No Online Multiplayer;30;12;0;0;1;0;0;0;0;0
Droplitz;Xbox360;24.06.2009;74;7.2;BlitzArcade;Miscellaneous,Puzzle,Puzzle,General,General;1 Player;25;5;1;0;0;0;0;0;0;0
Batman: Arkham VR;PlayStation4;11.10.2016;74;7.2;RocksteadyStudios;Action,General;No Online Multiplayer;62;176;0;0;1;0;0;0;0;0
Back to the Future: The Game - Episode II: Get Tannen!;PC;17.02.2011;74;7.2;TelltaleGames;Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person;No info;21;40;0;0;0;0;0;0;1;0
Valkyrie Profile: Covenant of the Plume;DS;16.03.2009;74;7.2;Tri-Ace;Strategy,Turn-Based,Fantasy,Fantasy,Tactics;No Online Multiplayer;35;19;0;0;1;0;0;0;0;0
Army of Two;PlayStation3;06.03.2008;74;7.2;EAMontreal;Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade;Up to 4 ;43;129;0;0;0;0;0;0;0;0
"void tRrLM(); //Void Terrarium";Switch;14.07.2020;74;7.2;NipponIchiSoftware;Role-Playing,Roguelike;No Online Multiplayer;11;6;0;0;1;0;0;0;0;0
Evidence: The Last Ritual;PC;16.10.2006;74;7.2;LexisNumerique;Adventure,General,General;1 Player;19;10;1;0;0;0;0;0;0;0
Marvel: Ultimate Alliance 2;PlayStation3;15.09.2009;74;7.2;VicariousVisions;Role-Playing,Action RPG,Action RPG;Up to 4 ;48;61;0;0;0;0;0;0;0;0
Cars 2: The Video Game;PlayStation3;21.06.2011;74;7.2;AvalancheSoftware;Driving,Racing,Mission-based,General,General,Arcade,Automobile;1-4 ;31;21;0;0;0;0;0;0;0;1
The Surge;XboxOne;16.05.2017;74;7.2;Deck13;Role-Playing,Action RPG;No Online Multiplayer;17;79;0;0;1;0;0;0;0;0
Star Trek: Klingon Academy;PC;21.06.2000;74;7.2;14DegreesEast;Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian;1-6 ;14;14;0;0;0;0;0;0;0;0
CAPSIZED;Xbox360;05.07.2013;74;7.2;KoolhausGames;Action,General,Platformer,Platformer,2D,2D;No info;22;18;0;0;0;0;0;0;1;0
Ancestors Legacy;PlayStation4;13.08.2019;74;7.2;DestructiveCreations;Strategy,Real-Time,General,Command;Up to 6 ;12;22;0;0;0;0;0;0;0;0
Layers of Fear;PlayStation4;16.02.2016;74;7.2;BlooberTeam;Adventure,3D,First-Person;No info;38;150;0;0;0;0;0;0;1;0
WWE SmackDown vs. Raw 2008;PlayStation3;13.11.2007;74;7.2;Yuke's;Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling;Up to 4 ;27;49;0;0;0;0;0;0;0;0
God Eater 3;Switch;12.07.2019;74;7.2;BandaiNamcoGames,MarvelousFirstStudio;Role-Playing,Action RPG;Up to 8 ;13;31;0;0;0;0;0;0;0;0
Snapshot;PC;30.08.2012;74;7.2;RetroAffect;Action,Platformer,Platformer,2D,2D;No info;8;21;0;0;0;0;0;0;1;0
Oceanhorn: Monster of Uncharted Seas;PC;17.03.2015;74;7.2;Cornfox&Bros.;Action Adventure,Open-World;No Online Multiplayer;11;57;0;0;1;0;0;0;0;0
F.E.A.R. 3;PlayStation3;21.06.2011;74;7.2;Day1Studios;Modern,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;Up to 4 ;48;112;0;0;0;0;0;0;0;0
Amplitude;PlayStation4;05.01.2016;74;7.2;HarmonixMusicSystems;Miscellaneous,Action,Rhythm,Music;No info;59;46;0;0;0;0;0;0;1;0
de Blob 2;PlayStation3;22.02.2011;74;7.2;BlueTongueEntertainment;Action,Adventure,General,Platformer,3D;No info;50;34;0;0;0;0;0;0;1;0
Resident Evil: Revelations 2;PC;18.03.2015;74;7.2;Capcom;Horror,Action Adventure,Survival;No info;14;254;0;0;0;0;0;0;1;0
Syndicate;Xbox360;21.02.2012;74;7.2;Starbreeze;Action,General,General,Shooter,First-Person,Arcade;No info;65;182;0;0;0;0;0;0;1;0
Dead In Vinland;PC;12.04.2018;74;7.2;CCCP;Role-Playing,General;No Online Multiplayer;23;30;0;0;1;0;0;0;0;0
Eador: Masters of the Broken World;PC;19.04.2013;74;7.2;SnowbirdGameStudios;Strategy,Turn-Based,Fantasy,General,Fantasy;No info;19;219;0;0;0;0;0;0;1;0
Stories: The Path of Destinies;PC;12.04.2016;74;7.2;SpearheadGames;Role-Playing,Action RPG;No Online Multiplayer;8;71;0;0;1;0;0;0;0;0
Army of Two: The 40th Day;Xbox360;12.01.2010;73;7.2;EAMontreal;Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade;Up to 10 ;79;139;0;0;0;0;0;0;0;0
Life Goes On;PC;17.04.2014;73;7.2;InfiniteMonkeys;Platformer,2D,Action,Platformer,2D;No Online Multiplayer;17;29;0;0;1;0;0;0;0;0
Cloudpunk;PC;23.04.2020;73;7.2;IONLANDS;Simulation,Vehicle,Civilian;No Online Multiplayer;38;42;0;0;1;0;0;0;0;0
Jetpac Refuelled;Xbox360;24.10.2006;73;7.2;RareLtd.;Action,Shooter,Platformer,Shooter,Scrolling,2D,Scrolling;2  Online;17;12;0;0;0;0;0;0;0;0
The Elder Scrolls V: Skyrim - Dawnguard;Xbox360;26.06.2012;73;7.2;BethesdaGameStudios;Role-Playing,First-Person,First-Person,Western-Style;No info;47;270;0;0;0;0;0;0;1;0
Another World: 20th Anniversary Edition;WiiU;19.06.2014;73;7.2;TheDigitalLounge;Action,Platformer,2D;No Online Multiplayer;7;17;0;0;1;0;0;0;0;0
Vasara Collection;XboxOne;14.08.2019;73;7.2;QUByteInteractive;Miscellaneous,Compilation;No Online Multiplayer;7;10;0;0;1;0;0;0;0;0
Dave Mirra Freestyle BMX;Dreamcast;20.11.2000;73;7.2;Z-Axis,Ltd.;Sports,Alternative,Biking;No info;12;5;0;0;0;0;0;0;1;0
Stories: The Path of Destinies;PlayStation4;12.04.2016;73;7.2;SpearheadGames;Role-Playing,Action RPG;No info;41;125;0;0;0;0;0;0;1;0
Mages of Mystralia;PlayStation4;22.08.2017;73;7.2;BorealysGames;Action Adventure,General,Linear;No info;7;6;0;0;0;0;0;0;1;0
Summon Night: Twin Age;DS;03.06.2008;73;7.2;Flight-Plan;Role-Playing,Action RPG,Action RPG;1 Player;21;11;1;0;0;0;0;0;0;0
Resident Evil: Revelations 2 - Episode 1: Penal Colony;XboxOne;25.02.2015;73;7.2;Capcom;Action Adventure,Survival;No info;16;116;0;0;0;0;0;0;1;0
WWE 2K16;PlayStation4;27.10.2015;73;7.2;Yuke's;Action,Sports,General,Individual,Combat,Wrestling;Up to 6 ;47;262;0;0;0;0;0;0;0;0
Batman: The Telltale Series - Episode 3: New World Order;PC;25.10.2016;73;7.2;TelltaleGames;Adventure,Point-and-Click;No info;16;53;0;0;0;0;0;0;1;0
Aven Colony;PlayStation4;25.07.2017;73;7.2;SoldOutSoftware,MothershipEntertainment;Strategy,Management,Government;No Online Multiplayer;16;18;0;0;1;0;0;0;0;0
Always Sometimes Monsters;PC;21.05.2014;73;7.2;VagabondDog;General,Adventure,General;No Online Multiplayer;26;81;0;0;1;0;0;0;0;0
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition;Switch;08.11.2019;73;7.2;Level5;Puzzle,General;No Online Multiplayer;38;37;0;0;1;0;0;0;0;0
Steel Division 2;PC;20.06.2019;73;7.2;EugenSystems;Strategy,Real-Time,Tactics;Online Multiplayer;17;46;0;0;0;0;0;0;0;0
Gunvalkyrie;Xbox;18.03.2002;73;7.2;Smilebit;Action,Shooter,Third-Person,Sci-Fi;1 Player;28;13;1;0;0;0;0;0;0;0
Final Fantasy Crystal Chronicles: My Life as a Darklord;Wii;20.07.2009;73;7.2;SquareEnix;Strategy,Real-Time,Fantasy,General,Fantasy;1 Player;14;11;1;0;0;0;0;0;0;0
Wizard of Legend;PlayStation4;15.05.2018;73;7.2;Contingent99;Role-Playing,Action RPG;2 ;8;19;0;0;0;0;0;0;0;0
Crimson Alliance;Xbox360;07.09.2011;72;7.2;CertainAffinity;Action Adventure,Fantasy,General,Fantasy;No info;51;39;0;0;0;0;0;0;1;0
Styx: Shards of Darkness;PlayStation4;14.03.2017;72;7.2;Cyanide;Action Adventure,General;2 ;31;60;0;0;0;0;0;0;0;0
Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man;PC;30.07.2009;72;7.2;TelltaleGames;Miscellaneous,Adventure,General,Compilation;No info;17;10;0;0;0;0;0;0;1;0
Castlevania: Lords of Shadow - Mirror of Fate;3DS;05.03.2013;72;7.2;MercurySteam;Action Adventure,Fantasy,General,Fantasy;1 Player;68;252;1;0;0;0;0;0;0;0
X2: Wolverine's Revenge;GameBoyAdvance;15.04.2003;72;7.2;VicariousVisions;Action,Platformer,2D;1 Player;8;5;1;0;0;0;0;0;0;0
Blocks That Matter;PC;19.08.2011;72;7.2;SwingSwingSubmarine;Action,General,General,Platformer,2D;No info;8;59;0;0;0;0;0;0;1;0
The Wardrobe;PC;15.02.2017;72;7.2;C.I.N.I.C.Games;Adventure,Point-and-Click;No Online Multiplayer;8;11;0;0;1;0;0;0;0;0
Cinders;Switch;14.02.2019;72;7.2;CrunchingKoalas;Adventure,Visual Novel;No Online Multiplayer;9;5;0;0;1;0;0;0;0;0
Mothergunship;PC;17.07.2018;72;7.2;GripDigital;Action,General;Online Multiplayer;22;16;0;0;0;0;0;0;0;0
Blood II: The Chosen;PC;31.10.1998;72;7.2;MonolithProductions;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;1-32 ;14;61;0;0;0;0;0;0;0;0
